heap_kb,requisicao,tamanho_bytes,alocacao_ok,fragmentacao_pct,ocupado_pct,livre_pct,maior_bloco_bytes,total_livre_bytes,random_acionado,bytes_recuperados_random,blocos_liberados_random
16,1,569,true,0,0000,3,4912,96,5088,15812,15812,false,0,0
16,2,361,true,0,0000,5,7129,94,2871,15448,15448,false,0,0
16,3,129,true,0,0000,6,5186,93,4814,15316,15316,false,0,0
16,4,470,true,0,0000,9,3994,90,6006,14844,14844,false,0,0
16,5,450,true,0,0000,12,1582,87,8418,14392,14392,false,0,0
16,6,409,true,0,0000,14,6729,85,3271,13980,13980,false,0,0
16,7,911,true,0,0000,20,2393,79,7607,13068,13068,false,0,0
16,8,956,true,0,0000,26,0742,73,9258,12112,12112,false,0,0
16,9,897,true,0,0000,31,5674,68,4326,11212,11212,false,0,0
16,10,1001,true,0,0000,37,6953,62,3047,10208,10208,false,0,0
16,11,893,true,0,0000,43,1641,56,8359,9312,9312,false,0,0
16,12,458,true,0,0000,45,9717,54,0283,8852,8852,false,0,0
16,13,554,true,0,0000,49,3652,50,6348,8296,8296,false,0,0
16,14,180,true,0,0000,50,4639,49,5361,8116,8116,false,0,0
16,15,589,true,0,0000,54,0771,45,9229,7524,7524,false,0,0
16,16,257,true,0,0000,55,6641,44,3359,7264,7264,false,0,0
16,17,764,true,0,0000,60,3271,39,6729,6500,6500,false,0,0
16,18,66,true,0,0000,60,7422,39,2578,6432,6432,false,0,0
16,19,619,true,0,0000,64,5264,35,4736,5812,5812,false,0,0
16,20,855,true,0,0000,69,7510,30,2490,4956,4956,false,0,0
16,21,503,true,0,0000,72,8271,27,1729,4452,4452,false,0,0
16,22,652,true,0,0000,76,8066,23,1934,3800,3800,false,0,0
16,23,947,true,0,0000,82,5928,17,4072,2852,2852,false,0,0
16,24,924,true,0,0000,88,2324,11,7676,1928,1928,false,0,0
16,25,547,true,0,0000,91,5771,8,4229,1380,1380,false,0,0
16,26,85,true,0,0000,92,1143,7,8857,1292,1292,false,0,0
16,27,17,true,0,0000,92,2363,7,7637,1272,1272,false,0,0
16,28,461,true,0,0000,95,0684,4,9316,808,808,false,0,0
16,29,987,true,81,1400,70,8740,29,1260,900,4772,true,4952,10
16,30,406,true,79,4684,73,3643,26,6357,896,4364,false,0,0
16,31,1014,false,81,8476,69,8730,30,1270,896,4936,true,572,1
16,32,847,true,80,2348,75,0488,24,9512,808,4088,false,0,0
16,33,667,true,80,9357,79,1260,20,8740,652,3420,false,0,0
16,34,128,true,82,6245,79,9072,20,0928,572,3292,false,0,0
16,35,980,true,75,3372,74,6582,25,3418,1024,4152,true,1840,3
16,36,648,true,82,3059,78,6133,21,3867,620,3504,false,0,0
16,37,607,true,80,2486,82,3242,17,6758,572,2896,false,0,0
16,38,22,true,80,6407,82,4707,17,5293,556,2872,false,0,0
16,39,721,true,81,2963,73,6328,26,3672,808,4320,true,2172,5
16,40,686,true,81,9383,77,8320,22,1680,656,3632,false,0,0
16,41,328,true,83,4140,79,8340,20,1660,548,3304,false,0,0
16,42,733,true,69,2098,73,1201,26,8799,1356,4404,true,1836,2
16,43,192,true,72,3647,74,2920,25,7080,1164,4212,false,0,0
16,44,355,true,79,0456,76,4648,23,5352,808,3856,false,0,0
16,45,406,true,81,7865,78,9551,21,0449,628,3448,false,0,0
16,46,719,true,79,9328,70,9229,29,0771,956,4764,true,2036,3
16,47,134,true,82,2818,71,7529,28,2471,820,4628,false,0,0
16,48,196,true,85,8303,72,9492,27,0508,628,4432,false,0,0
16,49,138,true,85,4613,73,8037,26,1963,624,4292,false,0,0
16,50,954,true,85,8568,73,0713,26,9287,624,4412,true,1076,2
